281,26,30,10.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
282,27,25,44.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
283,27,29,8.25,,2008-06-18 15:07:26,2008-06-18 15:07:26
284,27,6,9.268,,2008-06-18 15:07:26,2008-06-18 15:07:26
285,27,64,0.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
286,27,34,16.3,,2008-06-18 15:07:26,2008-06-18 15:07:26
287,27,52,0.378,,2008-06-18 15:07:26,2008-06-18 15:07:26
288,27,48,0.054,,2008-06-18 15:07:26,2008-06-18 15:07:26
289,27,55,2.16,,2008-06-18 15:07:26,2008-06-18 15:07:26
290,27,5,9.923,,2008-06-18 15:07:26,2008-06-18 15:07:26
291,27,50,6.822,,2008-06-18 15:07:26,2008-06-18 15:07:26
292,27,30,10.4,,2008-06-18 15:07:26,2008-06-18 15:07:26
293,28,25,41.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
294,28,29,8.71,,2008-06-18 15:07:26,2008-06-18 15:07:26
295,28,6,9.219,,2008-06-18 15:07:26,2008-06-18 15:07:26
296,28,64,0.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
297,28,34,16.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
298,28,52,0.342,,2008-06-18 15:07:26,2008-06-18 15:07:26
299,28,48,0.039,T,2008-06-18 15:07:26,2008-06-18 15:07:26
300,28,55,1.88,,2008-06-18 15:07:26,2008-06-18 15:07:26
301,28,5,9.393,,2008-06-18 15:07:26,2008-06-18 15:07:26
302,28,50,6.825,,2008-06-18 15:07:26,2008-06-18 15:07:26
303,28,30,10.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
304,29,25,50.3,,2008-06-18 15:07:26,2008-06-18 15:07:26
305,29,29,7.85,,2008-06-18 15:07:26,2008-06-18 15:07:26
306,29,6,14.819,,2008-06-18 15:07:26,2008-06-18 15:07:26
307,29,64,0.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
308,29,34,22.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
309,29,52,0.338,,2008-06-18 15:07:26,2008-06-18 15:07:26
310,29,48,0.031,T,2008-06-18 15:07:26,2008-06-18 15:07:26
311,29,55,1.14,,2008-06-18 15:07:26,2008-06-18 15:07:26
312,29,5,15.19,,2008-06-18 15:07:26,2008-06-18 15:07:26
313,29,50,7.071,,2008-06-18 15:07:26,2008-06-18 15:07:26
314,29,30,11.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
315,30,25,33.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
316,30,29,9.28,,2008-06-18 15:07:26,2008-06-18 15:07:26
317,30,6,7.322,,2008-06-18 15:07:26,2008-06-18 15:07:26
318,30,64,0.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
319,30,34,13.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
320,30,52,0.307,,2008-06-18 15:07:26,2008-06-18 15:07:26
321,30,48,0.033,T,2008-06-18 15:07:26,2008-06-18 15:07:26
322,30,55,1.41,,2008-06-18 15:07:26,2008-06-18 15:07:26
323,30,5,7.435,,2008-06-18 15:07:26,2008-06-18 15:07:26
324,30,50,6.758,,2008-06-18 15:07:26,2008-06-18 15:07:26
325,30,30,10.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
326,31,25,35.4,,2008-06-18 15:07:26,2008-06-18 15:07:26
327,31,29,8.16,,2008-06-18 15:07:26,2008-06-18 15:07:26
328,31,6,8.717,,2008-06-18 15:07:26,2008-06-18 15:07:26
329,31,64,0.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
330,31,34,14.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
331,31,52,0.205,,2008-06-18 15:07:26,2008-06-18 15:07:26
332,31,48,0.016,T,2008-06-18 15:07:26,2008-06-18 15:07:26
333,31,55,1.32,,2008-06-18 15:07:26,2008-06-18 15:07:26
334,31,5,9.191,,2008-06-18 15:07:26,2008-06-18 15:07:26
335,31,50,6.763,,2008-06-18 15:07:26,2008-06-18 15:07:26
336,31,30,11.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
337,32,25,28.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
338,32,29,11.9,,2008-06-18 15:07:26,2008-06-18 15:07:26
339,32,6,5.758,,2008-06-18 15:07:26,2008-06-18 15:07:26
340,32,64,0.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
341,32,34,11.4,,2008-06-18 15:07:26,2008-06-18 15:07:26
342,32,52,0.361,,2008-06-18 15:07:26,2008-06-18 15:07:26
343,32,48,0.028,T,2008-06-18 15:07:26,2008-06-18 15:07:26
344,32,55,1.44,,2008-06-18 15:07:26,2008-06-18 15:07:26
345,32,5,5.256,,2008-06-18 15:07:26,2008-06-18 15:07:26
346,32,50,6.398,,2008-06-18 15:07:26,2008-06-18 15:07:26
347,32,30,10.9,,2008-06-18 15:07:26,2008-06-18 15:07:26
348,33,56,5.29,,2008-06-18 15:07:26,2008-06-18 15:07:26
349,33,25,32.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
350,33,29,6.02,,2008-06-18 15:07:26,2008-06-18 15:07:26
351,33,6,9.0498,,2008-06-18 15:07:26,2008-06-18 15:07:26
352,33,64,0.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
353,33,34,12.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
