id,name,description,waterbody_id,,,
640,Eel Ground Barrier (DNR Barrier or DFO trap?),,,,,
642,Catamaran Brook Fence,,7526,,,
643,Catamaran Middle Reach,,7526,,,
644,LSW Miramichi,,7950,,,
646,Tomogonops,,10001,,,
650,L Main Restigouche River,Bridge upstream of Yellow Brook,16950,,,
651,L Main Restigouche River,Bridge upstream of Alex Brook,16950,,,
652,Goldstream Brook,Downstream of road crossing,17634,,,
653,Brown Brook,Downstream of road crossing,17583,,,
654,L Main Restigouche River,Upstream of Camp 5 bridge,16950,,,
655,Wagansis Brook,Downstream of road crossing,17561,,,
656,Hunter Brook,Downstream of road crossing,17534,,,
657,L Main Restigouche River,Felix Road site,16950,,,
658,Boston Brook,Side road upstream of last bridge,17377,,,
659,Unnamed Stream,Headwater site, too small to electrofish, do not revisit,4184,
660,Beadle Brook,Headwater site, downstream of culvert,4169,,
661,Beadle Brook,Headwater site,4169,,,
662,N Br SW Miramichi River,,4001,,,
663,N Br SW Miramichi River,,4001,,,
664,McKiel Brook,Riffle located upstream of Site MBE3 and new bridge on Road H,4401,,,
665,Green Brook,Site is above area stream surveyed,4648,,,
666,Green Brook,Site begins 115 m below bridge on Road S-1 (first road to right on Road S),4648,,,
667,Green Brook,Site begins 82 m below bridge on Road S-1 (first road to right on Road S),4648,,,
668,S Br Burnthill Brook,Site begins 30 m downstream of bridge on main road in Deersdale (directly upstream of BHE2),4620,,,
670,Burnthill Brook,Site below the North/South Branches confluence/ walk through cut on Road CC,4601,,,
671,Burnthill Brook,Site below the North/South Branches confluence/ walk through cut on Road CC,4601,,,
672,Clearwater Brook,Downstream of Plaster Rock Highway,4901,,,
673,Unnamed - Recconnaissance#10,Below culvert pool,5021,,,
674,Unnamed - Recconnaissance#9,Downstream of Plaster Rock highway,5008,,,
675,Clearwater Brook,Headwaters below reconn #10 confluence,4901,,,
676,NE Br Clearwater Brook,Upstream of road crossing,5106,,,
677,NE Br Clearwater Brook,Above upper bridge on main road,5106,,,
678,NE Br Clearwater Brook,Downstream of bridge,5106,,,
679,NE Br Clearwater Brook,Downstream of bridge on NN Road,5106,,,
680,NE Br Clearwater Brook,Above bridge on NN Road (200 m),5106,,,
681,Clearwater Brook,Downstream of McIntosh Brook,4901,,,
683,Fairley Brook,Upstream of road crossing (1 km),5130,,,
684,Lake Brook,Downstream of culvert,5145,,,
685,Turnbull Brook,Downstream of road crossing,4950,,,
686,Pond Brook,Above road crossing,4974,,,
687,Clearwater Brook,Above Pond Brook confluence,4901,,,
688,Clearwater Brook,Above Pond Brook confluence,4901,,,
689,Clearwater Brook,Upstream of bridge,4901,,,
690,Clearwater Brook,Upstream of bridge,4901,,,
691,Lake Brook,Upstream of bridge,5145,,,
692,Clearwater Brook,Old fence location,4901,,,
693,Clearwater Brook,Old fence location,4901,,,
694,Otter Brook,Walked through old burn,4911,,,
695,Otter Brook,Walked through old burn,4911,,,
696,Clearwater Brook,Below site CE18 and pool,4901,,,
697,Clearwater Brook,Road above bridge on Avenor,4901,,,
698,Clearwater Brook,Bridge,4901,,,
699,Clearwater Brook,Blue Rag Pool,4901,,,
700,Clearwater Brook,Sand Pit Pool,4901,,,
701,Sisters Brook,555m upstream from mouth,5210,,,
702,Sisters Brook,Above 3-Mile Lake Outflow,5210,,,
703,Sisters Brook,Below Path to Blind Lake,5210,,,
704,Sisters Brook,Below Three-Mile Lake Outlet,5210,,,
705,Sisters Brook,Below Three-Mile Lake Outlet,5210,,,
706,Sisters Brook,Above Path to Blind Lake,5210,,,
707,McKiel Brook,Riffle located directly upstream of where Little McKiel Brook enters, main road assessibility,4401,,
708,Sisters Brook,Approx 800m upstream from mouth,5210,,,
709,Sisters Brook,1.5 Km Below Lt. Sister Lake Rd.,5210,,,
710,Sisters Brook,200m downstream from culverts @ Lt. Sister Rd.,5210,,,
711,Sisters Brook,End of Little Sister Lake Road,5210,,,
712,Sisters Brook,Little Sister Lake Road,5210,,,
713,Rocky Brook,Hunter Hole,5301,,,
714,Rocky Brook,Boar's Head,5301,,,
715,Rocky Brook,Boar's Head,5301,,,
716,Rocky Brook,Below Lower Rye,5301,,,
717,Rocky Brook,Island Pool,5301,,,
718,Rocky Brook,Mouth of Hurd Brook,5301,,,
719,Rocky Brook,Between Hurd and 18 Mile Pools,5301,,,
720,Rocky Brook,Brown Lake Bridge,5301,,,
721,Rocky Brook,Big Eddy,5301,,,
722,Rocky Brook,Mouth of Sprague Brook,5301,,,
723,Rocky Brook,787m above Fish Brook,5301,,,
724,Rocky Brook,1260m above Fish Brook,5301,,,
725,Rocky Brook,Below falls,5301,,,
726,Rocky Brook,Below falls,5301,,,
727,Rocky Brook,After Falls,5301,,,
728,Rocky Brook,Before Falls,5301,,,
730,Salmon Brook,200m above bridge,5518,,,
731,Salmon Brook,750m below E Br confluence,5518,,,
732,Salmon Brook,Approx 700m below E Br confluence,5518,,,
733,Taxis River,Taxis River - 500m upstream on Taxis River Rd from Hwy 625,3101,,,
734,Taxis River,Below Clearwater Brook approx. 350m,3101,,,
735,Taxis River,Taxis River - Below Clearwater Bk approx 300 meters,3101,,,
736,Taxis River,Above Clearwater Brook (below I. Pond's),3101,,,
737,Taxis River,Taxis River - 250 m above Clearwater Bk.,3101,,,
738,Taxis River,Below mouth of Stewart Brook,3101,,,
739,Taxis River,Taxis River below the mouth of Hovey Bk.,3101,,,
740,Hovey Brook,Above Bridge,3286,,,
741,Lower Hayden Brook,Above Bridge - ~ 2 km upstrem from mouth,3250,,,
742,Middle Hayden Brook,Above bridge,3241,,,
743,Upper Hayden Brook,Below Bridge,3222,,,
744,Taxis River,Above mouth of Upper Hayden Brook,3101,,,
745,Taxis River,Below forks (N Br and S Br),3101,,,
746,S Br Taxis River,South  Branch Taxis River - at Yellow Bridge,3182,,,
747,Rocky Brook,Manzer Dam,5301,,,
748,N Br Burnthill Brook,Site begins 47 m downstream of bridge on main road in Deersdale,4678,,,
749,Burnthill Brook,Use Road GG, travel 30 m from last turn to right, walk straight through woods to river,4601,
750,Sisters Brook,Above Fullerton Bridge,5210,,,
751,Sisters Brook,Below Fullerton Bridge,5210,,,
752,S Br NW Miramichi River,Below bridge in riffle,9752,,,
753,S Br NW Miramichi River,Below site # 182 in run,9752,,,
754,S Br NW Miramichi River,Below site # 183 in pool,9752,,,
755,NW Miramichi River,Downstream of old bridge site above DNRE barrier,9701,,,
756,NW Miramichi River,,9701,,,
757,NW Miramichi River,At Blueberry Pool (downstream of Little Bald Mtn site 600 m in rapids),9701,,,
758,NW Miramichi River,At Little Bald Mountain campsite,9701,,,
759,NW Miramichi River,At Split Rock  Pool - just downstream from the South Branch NW Miramichi,9701,,,
760,NW Miramichi River,At Duncan Run Pool - just downstream from the South Branch NW Miramichi,9701,,,
761,NW Miramichi River,At Crawford Stretch of Crown Reserve 1 km upstream of site 34,9701,,,
762,NW Miramichi River,At Forty Two camp site about 100 yards above Forty Two Bk.,9701,,,
763,N Br Cains River,On Bantalor Rd. -site at log landing approx 150 yards upstream of bridge,2001,,,
764,Leighton Brook,From the mouth to 80m upstream,2153,,,
765,Lower Otter Brook,Above bridge approx 2 km upstream from the mouth,2103,,,
766,Lower Otter Brook,Below bridge approx 2 km upstream from the mouth,2103,,,
767,Cains River,About 1 km below Lower Otter Bk.,1000,,,
768,Wildcat Brook,Approx 1 km above the mouth,2130,,,
769,Gordon Brook,Approx 300 m above the mouth,1677,,,
770,Gordon Brook,Approx 1.5 km above the mouth,1677,,,
771,Cains River,,1000,,,
772,Cains River,On Bantalor Rd. at bridge on road from Boiestown - site 90 ft below center abutment of bridge,1000,,,
773,Hammond River,Start main 1km below Hillsdale bridge.  End 100m up mainstem,66901,,,
774,Hammond River,Start main upper side Hillsdale bridge.  End 100m up mainstem,66901,,,
775,Hanford Brook,Start at confluence of main stem.  End approx. 100m up brook,67057,,,
776,Hammond River,Start main stem 60m below confluence of Hanford Bk. End at confluence with Hanford Bk.,66901,,,
777,Salt Springs Brook,Start at Titusville Bridge.  End 100m upstream,66934,,,
778,Hammond River,Start mainstem at confluence with Brawley Bk.  End 100m up mainstem,66901,,,
779,Tantramar River,50 to 120 m upstream of Centerline,25021,,,
780,Scoudouc River,60 to 90 m downstream of Centerline,31131,,,
781,Scoudouc River,55 to 90 m upstream of Centerline,31131,,,
782,Tantramar River,50 to 110 m downstream of Centerline,25021,,,
783,Cocagne River,302 to 357 m upstream of Centerline,30741,,,
784,Cocagne River,97 to 150 m downstream of Centerline,30741,,,
785,Shediac River,120 to 150 m downstream of Centerline,30961,,,
786,Shediac River,210 to 245 m upstream of Centerline,30961,,,
787,Forks Stream,Exact electrofishing sites not recorded, but estimated centerline and 150 m upstream,62201,,
788,Forks Stream,Exact electrofishing sites not recorded, but estimated between centerline and 500 m downstream,62201,,
789,Salmon River,100 to 150 m downstream of Centerline,58700,,,
790,Salmon River,300 to 340 m upstream of Centerline,58700,,,
791,Gaspereau River,33 to 83 m downstream of Centerline,59001,,,
792,Gaspereau River,230 to 250 m upstream of Centerline,59001,,,
793,Newcastle Creek,60 to 150 m downstream of Centerline,58501,,,
794,Newcastle Creek,425 to 465 m upstream of Centerline,58501,,,
795,Little River,122 to 150 m downstream of Centerline,58001,,,
796,Little River,310to 315 m upstream of Centerline,58001,,,
797,Rusagonis Stream,50 to 66 m downstream of Centerline,53401,,,
798,Rusagonis Stream,135to 175 m upstream of Centerline,53401,,,
799,S Br Rusagonis Stream,84 to 155 m downstream of Centerline,53414,,,
800,S Br Rusagonis Stream,136 to 203 m upstream of Centerline,53414,,,
801,N Br Oromocto River,74 to 90 m downstream of Centerline,52000,,,
802,N Br Oromocto River,Exact location of downstream site not recorded, approximately between 500 to520 m downstream,52000,,
803,Magaguadavic River,80 to 100 m downstream of Centerline,21450,,,
804,Magaguadavic River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,21450,,
805,Digdeguash River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,21155,,
806,Digdeguash River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,21155,,
807,Coal Creek,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,61001,,
808,Coal Creek,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,61001,,
809,Kedron Stream,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22100,,
810,Kedron Stream,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22100,,
811,Piskahegan Stream,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22151,,
812,Piskahegan Stream,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22151,,
813,Pocologan River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22615,,
814,Pocologan River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22615,,
815,McDougall Outlet,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22301,,
816,McDougall Outlet,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22301,,
817,New River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22902,,
818,New River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22902,,
819,Lepreau River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,23101,,
820,Lepreau River,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,23101,,
821,Spear Brook,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22526,,
822,Spear Brook,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,22526,,
823,Unnamed,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,62872,,
824,Unnamed,No specs provided so approximated based on  other sites: upper site 50m above, lower site 100m below centreline,62872,,
825,Unnamed,DOT Chainage 132 + 370,51448,,,
826,Knight Brook,DOT Chainage 152 + 840,61460,,,
827,Knight Brook,DOT Chainage 152 + 840,61460,,,
828,Saunders Brook,DOT Chainage 155 + 148,61451,,,
829,Saunders Brook,DOT Chainage 155 + 148,61451,,,
830,Jonah Brook,DOT Chainage 157 + 950,61831,,,
831,Picketts Cove Brook,DOT Chainage 162 + 530,61837,,,
832,Starkey Brook,DOT Chainage 169 + 928,61901,,,
833,Kelly Brook,DOT Chainage 174 + 335,62003,,,
834,Unnamed,DOT Chainage 175 + 750,62020,,,
835,Porcupine Brook,DOT Chainage 185 + 260,63514,,,
836,S Br Miller Brook,DOT Chainage 190 + 720,63497,,,
837,S Br Miller Brook,DOT Chainage 190 + 720,63497,,,
838,Miller Brook,DOT Chainage 194 + 025,63472,,,
839,Miller Brook,DOT Chainage 194 + 025,63472,,,
840,Dingley Brook,DOT Chainage 199 + 800,63251,,,
841,Dingley Brook,DOT Chainage 199 + 800,63251,,,
842,Whiteside Brook,DOT Chainage 201 + 125,63244,,,
843,Whiteside Brook,DOT Chainage 201 + 125,63244,,,
844,Whiteside Brook,DOT Chainage 201 + 125,63244,,,
845,Sally Brook,DOT Chainage 207 + 007,65717,,,
846,Sally Brook,DOT Chainage 207 + 007,65717,,,
847,Unnamed,DOT Chainage 218 + 400,27029,,,
848,Unnamed,DOT Chainage 219 + 055,27031,,,
849,Unnamed,DOT Chainage 219 + 055,27031,,,
850,S Br Miller Brook,DOT Chainage 190 + 720,63497,,,
851,Front Meadow Brook,,22445,,,
852,Back Meadow Brook,,22457,,,
853,Red Rock Stream,,22459,,,
854,Unnamed,,22528,,,
855,Unnamed,,22923,,,
856,Unnamed,,22911,,,
857,Unnamed,,22950,,,
858,Unnamed,,23121,,,
859,Atkinson Brook,,23513,,,
860,Hanson Stream,,23524,,,
861,Unnamed,,23532,,,
862,Unnamed,,23616,,,
863,Unnamed,,23823,,,
864,E Br Musquash River,,23821,,,
865,Unnamed,,24082,,,
866,,,,,,
867,Perch Brook,,24091,,,
868,Unnamed,,24098,,,
869,Menzies Stream,,24100,,,
870,Unnamed,,24111,,,
871,Ferguson Creek,,24110,,,
872,Unnamed,,50016,,,
873,,,,,,
874,Unnamed,,50019,,,
875,Unnamed,,22254,,,
876,Unnamed,,22247,,,
877,,,,,,
878,No watercourse present,No watercourse present,,,,
879,Unnamed,No watercourse present,22528,,,
880,Unnamed,,22648,,,
881,No watercourse present,No watercourse present,,,,
882,Unnamed,No watercourse present,22668,,,
883,Unnamed,No watercourse present,22668,,,
884,,,,,,
885,Unnamed,,23349,,,
886,,,,,,
887,,,,,,
888,Unnamed,,23533,,,
889,,,,,,
890,Unnamed,,23794,,,
891,,,,,,
892,,,,,,
893,Unnamed,,24114,,,
894,,,,,,
895,Manawagonish Creek,,50017,,,
896,Manawagonish Creek,,50017,,,
897,,,,,,
898,,,,,,
899,Unnamed,,22134,,,
900,Unnamed,,22153,,,
901,Unnamed,,22154,,,
902,Unnamed,,22442,,,
903,Unnamed,,22521,,,
904,Unnamed,,23352,,,
905,Unnamed,No watercourse present,23510,,,
906,,,,,,
907,,,,,,
908,Unnamed,,67370,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,Hartley Brook,,31701,,,
913,Baxter Brook,,31702,,,
914,Unnamed,No survey done - poor fish habitat,25175,,,
915,Unnamed,,25176,,,
916,Unnamed,,31142,,,
917,No survey done - poor fish habitat,No survey done - poor fish habitat,,,,
918,Unnamed,No survey done - poor fish habitat,31140,,,
919,Unnamed,No survey done - poor fish habitat,30987,,,
920,Unnamed,No survey done - poor fish habitat,31027,,,
921,Unnamed,,31042,,,
922,Unnamed,No survey done - poor fish habitat,31070,,,
923,Unnamed,No survey done - poor fish habitat,31071,,,
924,Unnamed,No survey done - poor fish habitat,31072,,,
925,Unnamed,No survey done - poor fish habitat,31703,,,
926,Unnamed,,31075,,,
927,Unnamed,No survey done - poor fish habitat,30805,,,
928,Unnamed,,62714,,,
929,Four Mile Brook,,62706,,,
930,Unnamed,,62442,,,
931,Unnamed,,62438,,,
932,Unnamed,No survey done - poor fish habitat,62275,,,
933,Unnamed,No survey done - poor fish habitat,61072,,,
934,Unnamed,No survey done - poor fish habitat,60728,,,
935,Campbell Brook,,60730,,,
936,,,,,,
937,Unnamed,,58901,,,
938,Unnamed,,58864,,,
939,Unnamed,,58863,,,
940,Unnamed,,58862,,,
941,Unnamed,No survey done - poor fish habitat,58861,,,
942,Unnamed,,58845,,,
943,Unnamed,,58844,,,
944,Unnamed,,58842,,,
945,Unnamed,,58840,,,
946,Unnamed,,58838,,,
947,Dorsey Brook,,58837,,,
948,Unnamed,,58606,,,
949,N Br East Brook,No survey done - poor fish habitat,58159,,,
950,Unnamed,,57815,,,
951,Unnamed,,57836,,,
952,Unnamed,No survey done - poor fish habitat,57812,,,
953,Red Brook,,57809,,,
954,Unnamed,No survey done - poor fish habitat,57579,,,
955,Unnamed,No survey done - poor fish habitat,57559,,,
956,,,,,,
957,Carr Brook,,53513,,,
958,Unnamed,,53416,,,
959,Unnamed,No survey done - poor fish habitat,52416,,,
960,Unnamed,,52404,,,
961,Unnamed,No survey done - poor fish habitat,52401,,,
962,Unnamed,,21348,,,
963,Upper Snipe Brook,,21358,,,
964,Unnamed,,21362,,,
965,Unnamed,,39248,,,
966,Unnamed,,39028,,,
967,Bear Creek,,31248,,,
968,Unnamed,,31071,,,
969,McQuade Brook,,31067,,,
970,Forbes Brook,,52414,,,
971,Calhoun Brook,,31036,,,
972,South Branch,South Branch,65915,,,
973,Kennebecasis River,Goshen,64800,,,
974,Cedar Camp Brook,Cedar Camp Brook,66222,,,
975,Parlee Brook,Parlee Brook,66292,,,
976,Trout Creek,Trout Creek (Scout Camp),66201,,,
977,Smiths Creek,Smith's Creek - Lower Reach,65601,,,
978,Smiths Creek,Mt. Pisgah, Smiths Creek,65601,,
979,Smiths Creek,Smith's Creek - Headwaters,65601,,,
980,Kennebecasis River,Kennebecasis - 1.8 km above Norton,64800,,,
981,Wards Creek,Ward's Creek (Upper),66377,,,
982,Millstream River,Millstream - Lower Reach,65101,,,
983,Millstream River,Millstream - Mid Portion,65101,,,
984,Millstream River,Millstream,65101,,,
985,Millstream River,Millstream - Headwaters,65101,,,
986,South Branch,South Branch - Mid Portion,65915,,,
987,Kennebecasis River,Penobsquis,64800,,,
988,Kennebecasis River,Kennebecasis (Malone Covered Bridge,64800,,,
989,Trout Creek,Trout Creek (Urney Rd.),66201,,,
990,McLeod Brook,McLeod Brook,65972,,,
991,Parlee Brook,Parlee Brook Control Site,66292,,,
992,Wards Creek,Ward's Creek (Lower),66377,,,
993,Narrows Mountain Brook,Downstream Site,55612,,,
994,Narrows Mountain Brook,Upstream Site,55612,,,
995,Fisher Brook,,56918,,,
996,McBean Brook,,56601,,,
997,Manzer Brook,,56723,,,
998,McKenzie Brook,,56450,,,
999,W Br Cross Creek,,56124,,,
1000,Ryan Brook,,56044,,,
1001,McGivney Brook,,56142,,,
1002,Five Mile Brook,,56173,,,
1003,North Tay River,,55152,,,
1004,South Tay River,,55108,,,
1005,Rocky Brook,,56007,,,
1006,S Br NW Miramichi River,Above bridge near mouth,9752,,,
1007,McKiel Brook,Riffle located upstream of new bridge on Road H,4401,,,
1008,S Br Burnthill Brook,Site begins 50 m downstream of bridge on main road in Deersdale,4620,,,
1009,Clearwater Brook,Pepper Road,4901,,,
1010,Bartibog River,,11101,,,
1011,Bartibog River,,11101,,,
1012,Bartibog River,,11101,,,
1013,Bartibog River,,11101,,,
1015,Bartibog River,,11101,,,
1016,Bartibog River,,11101,,,
1017,N Br Meduxnekeag River,Big Rock Pool,71633,,,
1018,N Br Meduxnekeag River,McQuarrie Brook,71633,,,
1019,N Br Meduxnekeag River,McBrides Bridge,71633,,,
1020,Mill Brook,,71616,,,
1021,Meduxnekeag River,,71601,,,
