id,name,description,waterbody_id,,,
2186,Little McKendrick Lake,,7205,,,
2187,Little Nictau Lake,,79865,,,
2188,Unnamed (Little Sole Leather Lake),,34235,,,
2189,Little Trousers Lake,,8504,,,
2190,Livingstone Lake,,31887,,,
2191,Logan Lake,,7997,,,
2192,Long Lake,,8329,,,
2193,Long Lake,,6822,,,
2194,Long Ponds (South),,34221,,,
2195,Longs Creek Arm,,70130,,,
2196,Loon Lake,,23695,,,
2197,Louis Lake,,6900,,,
2199,Lower Jack Burns Lake,,36630,,,
2200,Lower Lake,,60477,,,
2201,Unnamed (Lower Pond at Kingsclear),,,,,
2202,Lucky Lake,,35224,,,
2203,Mains Lake,,7596,,,
2204,Maquapit Lake,,57401,,,
2205,Wauklahegan Lake,,38729,,,
2206,McDougall Lake,,22316,,,
2207,McDougall Lake,,19371,,,
2208,McKenzie Lake,,15342,,,
2209,Neds Lake,,9444,,,
2210,Menzies Lake,,24138,,,
2211,Unnamed (Middle Pond at Kingsclear),,,,,
2213,Miramichi Lake,,3618,,,
2214,Disappointment Lake,,23270,,,
2215,Mitchell Lake,,8019,,,
2216,Modsley Lake,,38757,,,
2217,Moose Lake,,5376,,,
2218,Moran Lake,,7095,,,
2219,Morgan Lake,,57562,,,
2220,Morice Pond,,25091,,,
2221,Morrison Brook Lake,,7191,,,
2222,Mud Lake,,21885,,,
2223,Mud Lake,,23244,,,
2225,Muzroll Lake,,2345,,,
2226,Napadogan Lake,,55979,,,
2227,Nelson Lake,,24003,,,
2229,North Lake,,38506,,,
2230,North Renous Lake,,7103,,,
2231,Otter Lake,,32963,,,
2232,Otter Lake,,33347,,,
2233,Otter Lake,,23043,,,
2234,Payson Lake,,71668,,,
2235,Petitcodiac River Reservoir,,27350,,,
2236,Portage Lake,,32317,,,
2237,Pratt Pond,,8010,,,
2238,Red Bridge Lake,,50075,,,
2239,Unnamed (Risteen Deadwater),,71138,,,
2240,Robertson Lake,,32902,,,
2241,Robin Hood Lake,,23928,,,
2242,Rock Ponds,,6992,,,
2243,Round Lake,,141,,,
2244,Scott Lake,,23640,,,
2245,Second Fowler Lake,,6938,,,
2246,Second Lake,,74125,,,
2247,Second Lake,,32926,,,
2248,Second Lake,,9749,,,
2249,Seven Mile Lake,,23626,,,
2250,Shadow Lake,,24083,,,
2251,Sherwood Lake,,23671,,,
2252,Siegas Lake,,75516,,,
2253,Sinclair Lake,,8222,,,
2254,Sixth Lake,,38743,,,
2255,Sluice Lake,,23146,,,
2256,Spruce Lake,,50024,,,
2257,Spruce Lake,,9764,,,
2258,Square Lake,,31877,,,
2259,States Lake,,19243,,,
2260,Taffy Lake (West),,86753,,,
2261,Third Lake,,32932,,,
2262,Third Portage Lake,,34021,,,
2263,Tobique River Reservoir,,77698,,,
2264,Thompsons Lake,,38763,,,
2265,Cranberry Lake,,23233,,,
2266,Tuadook Lake,,7710,,,
2267,Turtle Lake,,23868,,,
2268,Twenty One Mile Lake,,12730,,,
2269,Unnamed,,34444,,,
2270,Unnamed (Upper Pond at Kingsclear),,,,,
2271,Upsalquitch Lake,,13530,,,
2272,Waltons Lake,,64609,,,
2273,Washademoak Lake,,61800,,,
2274,Waterloo Lake,,70244,,,
2275,Wolf Lake,,24030,,,
2276,McKiel Lake,,4423,,,
2277,Blue Bell Lake,,77895,,,
2279,Peltoma Lake,,22174,,,
2280,West Lake,,23865,,,
2281,Hurd Lake,,5419,,,
2282,Second Fish Lake,,5409,,,
2284,Gilman Lake,,5206,,,
2285,Three Mile Lake,,5214,,,
2287,Carson Lake,,6479,,,
2288,Hayden Lake,,3266,,,
2289,Deadmans Lake,,3494,,,
2293,Unnamed (West of Burk Lake),,6895,,,
2295,Tabusintac River,Tabusintac @ Curve Pool; above pool near rope crossing,42200,,,
2301,Nepisiguit River,Nine Mile West,33020,,,
2302,Big Tracadie River,Aval du pont de Mega Bleu,41707,,,
2303,Lord and Foy Brook,Amont du pont vert,41828,,,
2304,S Br Big Tracadie River,South Branch Pont à Clouis - 20 mètres en amont du pont,41903,,,
2305,S Br Big Tracadie River,Amont du pont  Pont Chemin des Poules,41903,,,
2306,S Br Big Tracadie River,Embouchure de la South Branch Grande Tracadie - moitié du côté droit,41903,,,
2307,Big Tracadie River,Aval de la pool du pont vert (Fait le côté gauche),41707,,,
2308,Frank Hyde Brook,En haut du Ruisseau Frank Hyde de la Grande Tracadie. (200m),41979,,,
2309,Frank Hyde Brook,En bas du Ruisseau Frank Hyde de la Rivière Grande Tracadie.,41979,,,
2310,Clearwater Brook,,41970,,,
2311,Big Eskedelloc River,Big Eskedelloc @ Highway 8; below bridge highway 8 and above snowmobile bridge,42612,,,
2312,Big Eskedelloc River,Big Eskedelloc @ Home Camp Crossing; directly above crossing,42612,,,
2313,Big Eskedelloc River,Big Eskedelloc @ Kenny Camp,42612,,,
2314,Big Hole Brook,Big Hole Brook directly above crossing @ Big Hole Camp,42401,,,
2315,Cove Brook,Cove Brook @ end of Patsy Road; below snowmobile bridge,42207,,,
2316,Little Eskedelloc River,Little Eskedelloc @ Highway 8; below bridge highway 8,42655,,,
2317,McLeods Brook,Mill Brook lower site; behind top soil pit near the old school bus,42216,,,
2318,McLeods Brook,Mill Brook upper site; near old beaver damn,42216,,,
2319,North Brook,North Brook approx. 250 ft. above mouth; accessed through Pisiguit Brook,42459,,,
2320,Pisiguit Brook,Pisiguit Brook directly above bike crossing; below Dunbar Gulch,42404,,,
2321,Stymiests Mill Brook,Stymiests Mill Brook @ Breau Road above snowmobile bridge; accessed by Mr. ??'s land,42225,,,
2322,Stymiests Mill Brook,Stymiests Mill Brook @ Caissie Road Bridge; below bridge,42225,,,
2323,Tabusintac River,Tabusintac @ Bear Landing approx. 100 yrds. below crossing,42200,,,
2324,Tabusintac River,Tabusintac @ bike crossing above Maliaget Brook,42200,,,
2325,Tabusintac River,Tabusintac @ Crohn's Gulch approx. 200 yrds. below blow out,42200,,,
2326,Tabusintac River,Tabusintac @ Curve Pool; above pool near rope crossing,42200,,,
2327,Tabusintac River,Tabusintac @ Devils Elbow; directly above pool,42200,,,
2328,Tabusintac River,Tabusintac @ Head of Tide Island; upper end of island next to Sisk's red survey marker,42200,,,
2329,Tabusintac River,Tabusintac @ High Landing; above pool opposite side of river from camp,42200,,,
2330,Tabusintac River,Tabusintac @ Highway 8; directly below old bridge,42200,,,
2331,Tabusintac River,Tabusintac @ Home Camp approx. 200 ft. below Home Pool,42200,,,
2332,Tabusintac River,Tabusintac @ Main Crossing; directly below main crossing,42200,,,
2333,Tabusintac River,Tabusintac @ Russell's Gulch approx. 200 yrds below crossing,42200,,,
2334,Tabusintac River,Trout Brook @ Dean Strang's camp; accessed by boat; approx. 1/4 mile up brook,42200,,,
2335,Trout Brook,Trout Brook below crossing; below snowmobile bridge; same place as water quality station,42255,,,
2336,Burnt Church River,Church River @ Highway 11,11501,,,
2337,Tabusintac River,Tabusintac @ confluence of the Little Eskedelloc River,42200,,,
2338,Nepisiguit River,Above Grand Falls,33020,,,
2339,Nepisiguit River,Below Grand Falls,33020,,,
2340,Nepisiguit River,,33020,,,
2341,Nepisiguit River,,33020,,,
2342,SW Miramichi River,Home Pool,4300,,,
2343,SW Miramichi River,Mangles Pool,4300,,,
2344,Rocky Brook,Big Roll driving dam,5301,,,
2345,Clearwater Brook,Sand Pit Pool (Upper),4901,,,
2346,Clearwater Brook,Sand Pit Pool (Lower),4901,,,
2347,Clearwater Brook,Old Dam Falls Pool,4901,,,
2348,Penniac Stream,Stewart property,56801,,,
2349,Penniac Stream,Doiron property,56801,,,
2350,Rocky Brook,Pumphouse Pool,5301,,,
2351,Sisters Brook,,5210,,,
2352,Clearwater Brook,Below island at Pepper Road crossing,4901,,,
2353,Clearwater Brook,Campsite lease below mouth of Redsone Brook (approx. 1km),4901,,,
2354,Clearwater Brook,30m below mouth of Fairley Brook,4901,,,
2355,Burnthill Brook,Mouth of Burnthill Brook,4601,,,
2356,Clearwater Brook,Mouth of Clearwater Brook,4901,,,
2357,N Br Big Sevogle River,Narrows Bridge,9376,,,
2358,N Br Big Sevogle River,Hollandworth Pool,9376,,,
2359,NW Miramichi River,Dead Crow Pool,9701,,,
2360,Lwr N Br LSW Miramichi River,Overnight Falls,8501,,,
2361,Logan Lake,Northwest end, center of cove linking to Hough Lk.,7997,,
2362,Logan Lake,Midpoint of lake, 150m due east of island,7997,,
2363,Logan Lake,Southeast end, south of small peninsula,7997,,
2364,Dwellys Pond,Dwelly's Pond 1,90335,,,
2365,Dwellys Pond,Dwelly's Pond 2,90335,,,
2366,Dwellys Pond,Dwelly's Pond 3,90335,,,
2367,Tabusintac River,Tabusintac River 1,42200,,,
2368,Tabusintac River,Tabusintac River 2,42200,,,
2369,Goose River,Goose River 1,32075,,,
2370,Welch Lake,Welch Lake 1,21095,,,
2371,Welch Lake,Welch Lake 2,21095,,,
2372,Welch Lake,Welch Lake 3,21095,,,
2373,Nepisiguit River,Nepisiguit River 1,33020,,,
2374,Nepisiguit River,Nepisiguit River 2,33020,,,
2375,Nepisiguit River,Nepisiguit River 3,33020,,,
2376,Nepisiguit River,Nepisiguit River 4,33020,,,
2377,Nepisiguit River,Nepisiguit River 5,33020,,,
2378,Nepisiguit River,Nepisiguit River 6,33020,,,
2379,Nepisiguit River,Nepisiguit River 7,33020,,,
2380,Lake Anthony,Anthony Lake 1,22467,,,
2381,Lake Anthony,Anthony Lake 2,22467,,,
2382,Lake Anthony,Anthony Lake 3,22467,,,
2383,Bradford Cove Pond,Bradford Cove Pond 1,90330,,,
2384,Bradford Cove Pond,Bradford Cove Pond 2,90330,,,
2385,Riley Lake,Riley Lake 1,81766,,,
2386,Riley Lake,Riley Lake 2,81766,,,
2387,States Lake,States Lake 1,19243,,,
2388,States Lake,States Lake 2,19243,,,
2389,States Lake,States Lake 3,19243,,,
2390,Hartts Lake,Hartts Lake 1,34129,,,
2391,Hartts Lake,Hartts Lake 2,34129,,,
2392,Hartts Lake,Hartts Lake 3,34129,,,
2393,Hough Lake,Hough Lake 1,7999,,,
2394,Hough Lake,Hough Lake 2,7999,,,
2395,Sixth Lake,Sixth Lake 1,38743,,,
2396,Sixth Lake,Sixth Lake 2,38743,,,
2397,Sixth Lake,Sixth Lake 3,38743,,,
2398,Big Forks Stream,Big Forks Stream 1,59501,,,
2399,Big Forks Stream,Big Forks Stream 2,59501,,,
2400,Little Forks Stream,Little Forks Stream 1,59801,,,
2401,Little Forks Stream,Little Forks Stream 2,59801,,,
2402,Little Forks Stream,Little Forks Stream 3,59801,,,
2403,Chamcook Lake,Chamcook Lake 1,21081,,,
2404,Chamcook Lake,Chamcook Lake 2,21081,,,
2405,Chamcook Lake,Chamcook Lake 3,21081,,,
2406,Chamcook Lake,Chamcook Lake 4,21081,,,
2407,Chamcook Lake,Chamcook Lake 5,21081,,,
2408,Chamcook Lake,Chamcook Lake 6,21081,,,
2409,Chamcook Lake,Chamcook Lake 7,21081,,,
2410,Little Chamcook Lake,Little Chamcook Lake 1,21087,,,
2411,Little Chamcook Lake,Little Chamcook Lake 2,21087,,,
2412,Little Chamcook Lake,Little Chamcook Lake 3,21087,,,
2413,Gibson Lake,Gibson Lake 1,21090,,,
2414,Gibson Lake,Gibson Lake 2,21090,,,
2415,Limeburners Lake,Limeburners Lake 1,39465,,,
2416,Limeburners Lake,Limeburners Lake 2,39465,,,
2417,Limeburners Lake,Limeburners Lake 3,39465,,,
2418,Loch Lomond,Loch Lomond Lake 1,32904,,,
2419,Loch Lomond,Loch Lomond Lake 2,32904,,,
2420,Loch Lomond,Loch Lomond Lake 3,32904,,,
2421,Loch Lomond,Loch Lomond Lake 4,32904,,,
2422,Loch Lomond,Loch Lomond Lake 5,32904,,,
2423,Loch Lomond,Loch Lomond Lake 6,32904,,,
2424,Unnamed (Lake of the Island Stream 1),,,,,
2425,Unnamed (Lake of the Island Stream 2),,,,,
2426,Jacquet River,Jacquet River 1,36701,,,
2427,Jacquet River,Jacquet River 2,36701,,,
2428,Bathurst Lake,Nepisiguit Lakes 1,33839,,,
2429,Bathurst Lake,Nepisiguit Lakes 2,33839,,,
2430,Bathurst Lake,Nepisiguit Lakes 3,33839,,,
2431,Camp Lake,Nepisiguit Lakes 4,33837,,,
2432,Camp Lake,Nepisiguit Lakes 5,33837,,,
2433,Teneriffe Lake,Nepisiguit Lakes 6,33826,,,
2434,Teneriffe Lake,Nepisiguit Lakes 7,33826,,,
2435,Shea Brook,Shea Brook 1,83205,,,
2436,Shea Lake,Shea Lake 1,83212,,,
2437,Shea Lake,Shea Lake 2,83212,,,
2438,Ayers Lake,Ayers Lake 1,86538,,,
2439,Ayers Lake,Ayers Lake 2,86538,,,
2440,Ayers Lake,Ayers Lake 3,86538,,,
2441,Howard Peak Lake,Howard Peak Lake 1,54212,,,
2442,Howard Peak Lake,Howard Peak Lake 2,54212,,,
2443,Clear Lake,Clear Lake 1,22585,,,
2444,Clear Lake,Clear Lake 2,22585,,,
2445,Clear Lake,Clear Lake 3,22585,,,
2446,Cranberry Lake,Big Cranberry Lake 1,23233,,,
2447,Cranberry Lake,Big Cranberry Lake 2,23233,,,
2448,Little Cranberry Lake,Little Cranberry Lake 1  (toomowa Lake),23231,,,
2449,Little Cranberry Lake,Little Cranberry Lake 2  (toomowa Lake),23231,,,
2450,Little Cranberry Lake,Little Cranberry Lake 3  (toomowa Lake),23231,,,
2451,Big Salmon River,Big Salmon River 1,32281,,,
2452,Big Salmon River,Big Salmon River 2,32281,,,
2453,Big Salmon River,Big Salmon River 3,32281,,,
2454,Little Salmon River,Little Salmon River 1,32191,,,
2455,Little Salmon River,Little Salmon River 2,32191,,,
2456,Little Salmon River,Little Salmon River 3,32191,,,
2457,Quiddy River,Quiddy River 1,32143,,,
2458,Quiddy River,Quiddy River 2,32143,,,
2459,Goose Creek,Goose Creek 1,32103,,,
2460,Rocky Brook,Rocky Brook 1   Victoria Co,78871,,,
2461,Pokiok Brook,Pokiok Brook 1,85111,,,
2462,Pokiok Brook,Pokiok Brook 2,85111,,,
2463,Little Deer Lake,Little Deer Lake 1,23952,,,
2464,Little Deer Lake,Little Deer Lake 2,23952,,,
2465,Clear Lake,Clear Lake 1  York Co.,22585,,,
2466,Clear Lake,Clear Lake 2  York Co.,22585,,,
2467,Clear Lake,Clear Lake 3  York Co.,22585,,,
2468,Crooked Creek,Crooked Creek 1,25602,,,
2469,Rivière Chockpish-nord,Chockpish-nord,riviere 1,30325,,
2470,Lac Saint-Coeur,Lac St. Coeur 1,41238,,,
2471,Lac Saint-Coeur,Lac St. Coeur 2,41238,,,
2472,S Br Kedgwick River,South Br. Kedgwick River 1,18851,,,
2473,S Br Kedgwick River,South Br. Kedgwick River 2,18851,,,
2474,NW Upsalquitch River,Northwest Upsalquitch River 1,14000,,,
2475,Keswick River,Keswick River 1,54001,,,
2476,Dans Brook,Keswick River 2,54030,,,
2477,Keswick River,Keswick River 3,54001,,,
2478,Jones Forks,Keswick River 4,54352,,,
2479,Keswick River,Keswick River 5,54001,,,
2480,Keswick River,Keswick River 6,54001,,,
2481,North Forks,Keswick River 7,54299,,,
2482,Keswick River,Keswick River 8,54001,,,
2483,W Br Keswick River,Keswick River 9,54093,,,
2484,Howard Brook,Keswick River 10,54180,,,
2485,Keswick River,Keswick River 11,54001,,,
2486,W Br Keswick River,Keswick River 12,54093,,,
2487,Little Forks,Keswick River 13,54384,,,
2488,Falls Brook,Falls Brook 1,32341,,,
2489,Sam Orr Pond,Sam Orr Pond 1,21108,,,
2490,Gaspereau River,Gaspereau River 1,59001,,,
2491,Stillwater Brook,Stillwater Brook 1,16716,,,
2492,Patchell Brook,Patchell Brook 1,7972,,,
2493,Unnamed (Spoon Island Lake Site 1),,,,,
2494,Unnamed (Spoon Island Lake Site 2),,,,,
2495,Serpentine River,Serpentine River 1,80701,,,
2496,Wetmore Lake,,64824,,,
2497,Winton Stream,,,,,
2498,Winton Stream,,,,,
2499,Gulch Brook,LL Rd., above culvert,5333,,
2500,Sprague Brook,Fish Lake Rd., below culvert,5414,,
2501,Four Mile Brook,Rocky Brook Rd.,5422,,,
2502,Unnamed,Main Road, below culvert,5418,,
2503,Rocky Brook,Bridge at Rocky Brook Camp,5301,,,
2504,Hinman Branch,North end of Sisters Road,5232,,,
2505,Sisters Brook,Confluence with SW Miramichi River,5210,,,
2506,Taxis River,Boiestown, below bridge,3101,,
2507,Stewart Brook,Route 625, under bridge,3323,,
2508,W Br Stewart Brook,Hovey Brook Road,3324,,,
2509,E Br Stewart Brook,Hovey Brook Road,3333,,,
2510,English Brook,Route 625, under bridge,3316,,
2511,English Brook,Hovey Brook Road,3316,,,
2512,Jewett Brook,Maple Grove Rd.,3168,,,
2513,Tamarack Brook,Maple Grove Rd.,3177,,,
2514,Tamarack Brook,Tamarack Brook Rd.,3177,,,
2515,N Br Taxis River,Boullier Road,3208,,,
2516,Upper Hayden Brook,Upper Hayden Brook Rd.,3222,,,
2517,Clearwater Brook,Route 8, Astle,3118,,
2518,Clearwater Brook,Skidder trail (below CS14),4901,,,
2519,Green Brook,,4648,,,
2520,Taxis River,At N. and S. Branch convergence,3101,,,
2521,Taxis River,Lower Middle Hayden,3101,,,
2522,Taxis River,Hovey Brook,3101,,,
2523,Taxis River,English Brook,3101,,,
2527,N Br Taxis River,Mouth,3208,,,
2528,Taxis River,Above Hovey Brook,3101,,,
2529,Taxis River,Above English Brook,3101,,,
2530,Taxis River,Above Stewart Brook,3101,,,
2531,Taxis River,Above Clearwater Brook,3101,,,
2532,Taxis River,Below Clearwater Brook,3101,,,
2533,Taxis River,Mouth of Taxis River,3101,,,
2534,Bartibog River,,11101,,,
2535,Cains River,,1000,,,
2536,NW Miramichi River,,9701,,,
2537,NW Miramichi River,,9701,,,
2538,Tomogonops River,,10001,,,
2539,Portage River,,10201,,,
2540,Portage River,,10201,,,
2541,S Br Tomogonops River,,10018,,,
2542,L S Br Tomogonops River,,10053,,,
2543,Clearwater Stream,,9290,,,
2544,Big Sevogle River,,9104,,,
2545,Tomogonops River,,10001,,,
2546,LSW Miramichi River,,7950,,,
2547,Catamaran Brook,,7526,,,
2548,SW Miramichi River,,4300,,,
2549,Miramichi Lake,,3618,,,
2550,Miramichi Lake,,3618,,,
2551,Miramichi Lake,,3618,,,
2552,N Br SW Miramichi River,,4001,,,
2553,SW Miramichi River,,4300,,,
2554,SW Miramichi River,,4300,,,
2555,Bartholomew River,,5901,,,
2556,SW Miramichi River,,4300,,,
2557,Dungarvon River,,6401,,,
2558,Renous River,,6300,,,
2559,Unnamed (West of Burk Lake),,6895,,,
2560,Twin Lakes (West),,6522,,,
2561,Tahoe Lake,,5317,,,
2562,Round Lake,,5239,,,
2563,Little Sister Lake,,5228,,,
2564,Louis Lake,,6900,,,
2565,Trout Lake,,3473,,,
2566,Long Lake,,5237,,,
2567,Second Fish Lake,,5409,,,
2568,Joe Lake,,5412,,,
2569,Hurd Lake,,5419,,,
2570,Hayden Lake,,3266,,,
2571,Gilman Lake,,5206,,,
2572,First Lake,,7120,,,
2573,Twin Lakes (East),,6524,,,
2574,Deadmans Lake,,3494,,,
2575,Carson Lake,,6479,,,
2576,Burk Lake,,6914,,,
2577,Big Sister Lake,,5225,,,
2578,Brown Lake,,5325,,,
2579,Blind Lake,,5304,,,
2580,First Fish Lake,,5407,,,
2581,Three Mile Lake,,5214,,,
2582,Forty Seven Lake,,6528,,,
2583,Big Sister Lake,,5225,,,
2584,Big Sister Lake,,5225,,,
2585,Big Sister Lake,,5225,,,
2586,Four Mile Lake,,5428,,,
2587,Blind Lake,,5304,,,
2588,Blind Lake,,5304,,,
2589,Blind Lake,,5304,,,
2590,Tahoe Lake,,5317,,,
2591,Tahoe Lake,,5317,,,
2592,Tahoe Lake,,5317,,,
2593,Tahoe Lake,,5317,,,
2594,Palmer Brook,,67157,,,
2595,Hammond River,,66901,,,
2596,Palmer Brook,,67157,,,
2597,Bradley Brook,,67138,,,
2598,Hammond River,Through the French Village covered bridge, on your way to Upham.  Park in field/old campground parking lot on far side of bridge on right.  Walk upstream to site,66901,,
2599,Hammond River,,66901,,,
2600,Hammond River,,66901,,,
2601,South Stream,,67111,,,
2602,Scoodic Brook,Route 820, DOT Garage in Upham,66979,,
2603,Germaine Brook,Downstream of first bridge over Germaine. Go over bailey bridge, take first right, take first right in front of farm house.,67092,
2604,Hammond River,,66901,,,
2605,Hanford Brook,,67057,,,
2606,Hammond River,,66901,,,
2607,Mill Brook,,67037,,,
2608,Hammond River,Hillsdale.  Through Pollock's farm.  Through hayfield,stick to the right,66901,,
2609,Salt Springs Brook,,66934,,,
2610,Gulch Brook,,5333,,,
2611,Sprague Brook,,5414,,,
2612,Four Mile Brook,,5422,,,
2613,Unnamed (Hurd Brook),,5418,,,
2614,Rocky Brook,,5301,,,
2615,Rocky Brook,,5301,,,
2616,Hinman Branch,,5232,,,
2617,Sisters Brook,,5210,,,
2618,Taxis River,,3101,,,
2619,Stewart Brook,,3323,,,
2620,W Br Stewart Brook,,3324,,,
2621,E Br Stewart Brook,,3333,,,
2622,English Brook,,3316,,,
2623,English Brook,,3316,,,
2624,Jewett Brook,,3168,,,
2625,Tamarack Brook,,3177,,,
2626,Tamarack Brook,,3177,,,
2627,N Br Taxis River,,3208,,,
2628,Upper Hayden Brook,,3222,,,
2629,Hovey Brook,,3286,,,
2630,Clearwater Brook,,3118,,,
2631,Beaver Brook Lake,,4741,,,
2632,Cedar Brook,,17831,,,
2633,L Main Restigouche River,,16950,,,
2634,Hunter Brook,,17534,,,
2635,L Main Restigouche River,,16950,,,
2636,L Main Restigouche River,,16950,,,
2637,Wagansis Brook,,17561,,,
2638,Yellow Brook,,17700,,,
2639,Porter Brook,,67083,,,
2700,Hanford Brook,,67057,,,
2701,Brawley Brook,,67132,,,
2702,Bradley Brook,,67138,,,
2703,Rocky Brook,,5301,,,
2704,Clearwater Brook,,4901,,,
2705,Rocky Brook,Unnamed Pool below Manzar,5301,,,
2706,Rocky Brook,Beaver Dam between Manzar and 18 Mile Pool,5301,,,
2707,Rocky Brook,Upper Hurd Pool,5301,,,
2708,Rocky Brook,Lower Hurd Pool,5301,,,
2709,Rocky Brook,Unnamed Pool below Hurd,5301,,,
2710,Rocky Brook,Between Island and McGrath Pools,5301,,,
2711,Rocky Brook,Between Smith and Savage Pools,5301,,,
2712,Rocky Brook,Savage Pool,5301,,,
2713,Rocky Brook,Above Box Pool,5301,,,
2714,Slingdung Brook,Alderson Brook (Slungdung Bk),1805,,,
2715,Bantalor Brook,Bantalor Brook,1818,,,
2716,Blue Rock Brook,Blue Rock Brook,1655,,,
2717,Davis Landing Brook,Davis Landing Brook - New Hazleton rd,5971,,,
2718,Davis Landing Brook,Davis Landing Brook - Old Hazleton rd,5971,,,
2719,Burnt Land Brook,Main Burntland Bk - Off Bantalor rd,3001,,,
2720,Cains River,Main Cains - CN rail bridge,1000,,,
2721,Cains River,Main Cains below mouth McKinley Bk,1000,,,
2722,Porter Brook,Main Porter Bk,5614,,,
2723,McKinley Brook,McKinley Brook,1807,,,
2724,Muzroll Brook,Muzzroll Brook,2301,,,
2725,Mullin Stream,N Br. Mullin Stream - Gaugus rd.,9114,,,
2726,Mullin Stream,N Br. Mullin Stream - New Mullin Stream r,9114,,,
2727,Otter Brook,Otter Brook - Weaver Siding,5906,,,
2728,Porter Brook,Porter Bk - Below Long Bk,5614,,,
2729,Salmon Brook,Salmon Bk - Below Lake,5518,,,
2730,Private Application,Private Application,,,,
2731,Bio Stn St Andrews,Bio Stn St Andrews,,,,
2732,Huntsman Marine Nrc Brandy Cove,Huntsman Marine Nrc Brandy Cove,,,,
2733,Mount Allison U (sackville),Mount Allison U (sackville),,,,
2734,Research Project,Research Project,,,,
2735,Salmonid Demonstration&dev Farm,Salmonid Demonstration&dev Farm,,,,
2737,Unb Research,Unb Research,,,,
2738,University Moncton,University Moncton,,,,
2742,Little Black River,Black River Little Black River,303,,,
2749,Northwest Miramichi River,North West Miramichi River,9701,,,
2750,Stewart Brook,Miramichi R N W Stewart Brook,8803,,,
2751,Northwest Miramichi River,Miramichi North West N.b.,9701,,,
2752,Bear Lake,St John Tobique R Bear Lake,80830,,,
2754,Big Sevogle River,Miramichi R Nw Big Sevogle River,9104,,,
2759,North Pole Stream,Mir Nw Lsw Mir North Pole Stream,8201,,,
2760,South Lake,Mir Sw Cains R Black Bk South Lk,966,,,
2761,Southwest Miramichi River,Miramichi R South West Miramichi,4300,,,
2763,Bartholomew River,Miramichi S W Bartholomew River,5901,,,
2764,Four Mile Brook,St J Tobique R Four Mile Bk,80715,,,
2765,Betts Mill Brook,Miramichi S W Betts Mill Brook,2801,,,
2767,Cains River,Miramichi R S W Cains River,1000,,,
2769,Salmon Brook,Mir Sw Cains River Salmon Brook,1013,,,
2770,Southwest Miramichi River,Miramichi R South West Miramichi,4300,,,
2774,Renous River,Miramichi R S W Renous River,6300,,,
2775,Dungarvon River,Miramichi S W Dungarvon River,6401,,,
2776,Rocky Lake,Nepisiguit Grants Bk Rocky Lake,33377,,,
2781,Big Hole Brook,Miramichi S W Big Hole Brook,5708,,,
2783,Black Brook,Miramichi S W R Black Brook,944,,,
2784,Six Mile Brook,Miramichi Sw Cains R Six Mile Bk,1401,,,
2785,Morse Brook,Miramichi R Sw Morse Brook,5848,,,
2789,Little Bartibog River,Bartibog R Little Bartibog River,11106,,,
2793,Stewart Brook,Miramichi N W R Stewart Brook,8803,,,
2794,White Rapids Brook,Miramichi Sw White Rapids Brook,6218,,,
2796,Nepisiguit River,Nepisiguit (charlo #5),33020,,,
2797,Tomogonops River,Mir Nw N Br Tomogonops Mouth #1,10001,,,
2798,Tomogonops River,Mir Nw N Br Tomogonops Main  2a,10001,,,
2799,North Branch Tomogonops River,Mir Nw Tomogonops N Br Site 2b,10043,,,
2800,North Branch Tomogonops River,Mir Nw Tomogonops R North Site 3,10043,,,
2801,Bartholomew River,Mir Sw Barthol Site 2a Brdg Gone,5901,,,
2802,North Branch Bartholomew River,Mir Sw Barthol N Br Site #8,6008,,,
2803,South Branch Bartholomew River,Mir Sw Barth South Br Site #6,5988,,,
2804,South Branch Bartholomew River,Mir Sw Barth South Br Site #7,5988,,,
2805,Walsh Brook,Mir Sw Barthol Site 2b Walsh Bk,6070,,,
2806,Bartholomew River,Mir Sw Barth 2d River Mile #7,5901,,,
2807,Bartholomew River,Mir Sw Barth 2e Keough Pools,5901,,,
2808,Mud Lake,Mir S W  Dungarvon R Mud Lake,6573,,,
2809,Bartholomew River,Mir Sw Barthol Site#3 Mile 9,5901,,,
2810,Bartholomew River,Mir Sw Barthol Site#4a Weav Sid,5901,,,
2811,Bartholomew River,Mir Sw Barthol Site 4b Abv Ledb,5901,,,
2812,Ledbetters Brook,Mir Sw Barthol Site 4c Ledbet Ck,5952,,,
2813,Bartholomew River,Mir Sw Barthol Site 5a Above Dam,5901,,,
2814,Bartholomew River,Mir Sw Barthol Site #5c Mile 27,5901,,,
2815,Bartholomew River,Mir Sw Barthol Site 5d Old Dam,5901,,,
2816,Northwest Millstream,Mir N W  Millstream 1b Abv Cow B,10604,,,
2817,Northwest Millstream,Mir N W  Millstrm 2a Chap Isl Rd,10604,,,
2818,Northwest Millstream,Mir N W  Millstream 2b Abv Jon B,10604,,,
2819,Northwest Millstream,Mir N W  Millstrm 3 Blw Rd Lr X,10604,,,
2820,Northwest Millstream,Mir N W Millstrm 4a Blw Rd Up X,10604,,,
2821,Northwest Millstream,Miramichi Nw Millstream Site 4b,10604,,,
2822,Cow Brook,Mir N W  Millstream Site 5 Cow B,10608,,,
2823,Ox Brook,Mir N W  Millstream Site 6 Ox Bk,10628,,,
2824,Bartholomew River,Mir Sw Barthol 5a-5c Dispersed,5901,,,
